Ticker,Rend_T,Vol_%,Sharpe_Ratio,Max_Drawdown,Nbr_Anomalie
aapl,56.52173913043478,29.174115123346454,94.10994764397904,16.130536130536143,36.0
atw,44.475920679886684,0.0,99.99999999999999,100.0,0.0
boa,5.936691710801823,36.68215945656061,16.230366492146597,25.454545454545467,28.0
iam,4.889764749353368,12.477654629960682,10.209424083769633,36.41025641025641,24.0
msft,0.0,16.26742938863069,0.0,12.63403263403265,72.0
nvda,100.0,100.00000000000001,98.69109947643977,0.0,100.0
