"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"10/10/2024","229,04","227,78","229,50","227,17","28,18M","-0,22%"
"09/10/2024","229,54","225,23","229,75","224,83","33,59M","1,67%"
"08/10/2024","225,77","224,30","225,98","223,25","31,86M","1,84%"
"07/10/2024","221,69","224,50","225,69","221,33","39,51M","-2,25%"
"04/10/2024","226,80","227,90","228,00","224,13","37,35M","0,50%"
"03/10/2024","225,67","225,14","226,80","223,32","34,04M","-0,49%"
"02/10/2024","226,78","225,89","227,37","223,02","32,88M","0,25%"
"01/10/2024","226,21","229,52","229,65","223,74","63,29M","-2,91%"
"30/09/2024","233,00","230,04","233,00","229,65","54,79M","2,29%"
"27/09/2024","227,79","228,46","229,52","227,30","34,03M","0,12%"
"26/09/2024","227,52","227,30","228,50","225,41","36,64M","0,51%"
"25/09/2024","226,37","224,93","227,29","224,02","42,31M","-0,44%"
"24/09/2024","227,37","228,65","229,35","225,73","43,56M","0,40%"
"23/09/2024","226,47","227,34","229,45","225,81","54,15M","-0,76%"
"20/09/2024","228,20","229,97","233,09","227,62","318,68M","-0,29%"
"19/09/2024","228,87","224,99","229,82","224,63","66,78M","3,71%"
"18/09/2024","220,69","217,55","222,71","217,54","59,89M","1,80%"
"17/09/2024","216,79","215,75","216,90","214,50","45,52M","0,22%"
"16/09/2024","216,32","216,54","217,22","213,92","59,36M","-2,78%"
"13/09/2024","222,50","223,58","224,04","221,91","36,77M","-0,12%"
"12/09/2024","222,77","222,50","223,55","219,82","37,50M","0,05%"
"11/09/2024","222,66","221,46","223,09","217,89","44,59M","1,16%"
"10/09/2024","220,11","218,92","221,48","216,73","51,59M","-0,36%"
"09/09/2024","220,91","220,82","221,27","216,71","67,18M","0,04%"
"06/09/2024","220,82","223,95","225,24","219,77","48,42M","-0,70%"
"05/09/2024","222,38","221,63","225,48","221,52","36,62M","0,69%"
"04/09/2024","220,85","221,66","221,78","217,48","43,84M","-0,86%"
"03/09/2024","222,77","228,55","229,00","221,17","50,19M","-2,72%"
"30/08/2024","229,00","230,19","230,40","227,48","52,99M","-0,34%"
"29/08/2024","229,79","230,10","232,92","228,88","51,91M","1,46%"
"28/08/2024","226,49","227,92","229,86","225,68","38,05M","-0,68%"
"27/08/2024","228,03","225,99","228,85","224,89","35,93M","0,37%"
"26/08/2024","227,18","226,76","227,28","223,89","30,60M","0,15%"
"23/08/2024","226,84","225,66","228,22","224,33","38,68M","1,03%"
"22/08/2024","224,53","227,79","228,34","223,90","43,70M","-0,83%"
"21/08/2024","226,40","226,52","227,98","225,05","34,77M","-0,05%"
"20/08/2024","226,51","225,77","227,17","225,45","30,30M","0,27%"
"19/08/2024","225,89","225,72","225,99","223,04","40,69M","-0,07%"
"16/08/2024","226,05","223,92","226,83","223,65","44,34M","0,59%"
"15/08/2024","224,72","224,60","225,35","222,76","46,41M","1,35%"
"14/08/2024","221,72","220,57","223,03","219,70","41,96M","0,20%"
"13/08/2024","221,27","219,01","221,89","219,01","44,16M","1,72%"
"12/08/2024","217,53","216,07","219,51","215,60","38,03M","0,60%"
"09/08/2024","216,24","212,10","216,78","211,97","42,20M","1,37%"
"08/08/2024","213,31","213,11","214,20","208,83","47,16M","1,66%"
"07/08/2024","209,82","206,90","213,64","206,39","63,52M","1,25%"
"06/08/2024","207,23","205,30","209,99","201,07","69,66M","-0,97%"
"05/08/2024","209,27","199,09","213,50","196,00","119,55M","-4,82%"
"02/08/2024","219,86","219,15","225,60","217,71","105,57M","0,69%"
"01/08/2024","218,36","224,37","224,48","217,02","62,50M","-1,68%"
"31/07/2024","222,08","221,44","223,82","220,63","50,04M","1,50%"
"30/07/2024","218,80","219,19","220,32","216,12","41,64M","0,26%"
"29/07/2024","218,24","216,96","219,30","215,75","36,31M","0,13%"
"26/07/2024","217,96","218,70","219,49","216,01","41,60M","0,22%"
"25/07/2024","217,49","218,93","220,85","214,62","51,39M","-0,48%"
"24/07/2024","218,54","224,00","224,80","217,13","61,78M","-2,88%"
"23/07/2024","225,01","224,37","226,94","222,68","39,96M","0,47%"
"22/07/2024","223,96","227,01","227,78","223,09","48,20M","-0,16%"
"19/07/2024","224,31","224,82","226,80","223,27","49,15M","0,06%"
"18/07/2024","224,18","230,28","230,44","222,27","66,03M","-2,05%"
"17/07/2024","228,88","229,45","231,46","226,64","57,35M","-2,53%"
"16/07/2024","234,82","235,00","236,27","232,33","43,23M","0,18%"
"15/07/2024","234,40","236,48","237,23","233,09","62,63M","1,67%"
"12/07/2024","230,54","228,92","232,64","228,68","53,05M","1,31%"
"11/07/2024","227,57","231,39","232,39","225,77","64,71M","-2,32%"
"10/07/2024","232,98","229,30","233,08","229,25","62,63M","1,88%"
"09/07/2024","228,68","227,93","229,40","226,37","48,17M","0,38%"
"08/07/2024","227,82","227,09","227,85","223,25","59,09M","0,65%"
"05/07/2024","226,34","221,65","226,45","221,65","60,41M","2,16%"
"03/07/2024","221,55","220,00","221,55","219,03","37,37M","0,58%"
"02/07/2024","220,27","216,15","220,38","215,10","58,05M","1,62%"
"01/07/2024","216,75","212,09","217,51","211,92","60,40M","2,91%"
"28/06/2024","210,62","215,77","216,07","210,30","82,54M","-1,63%"
"27/06/2024","214,10","214,69","215,74","212,35","49,77M","0,40%"
"26/06/2024","213,25","211,50","214,86","210,64","66,21M","2,00%"
"25/06/2024","209,07","209,15","211,38","208,61","56,71M","0,45%"
"24/06/2024","208,14","207,72","212,70","206,59","80,73M","0,31%"
"21/06/2024","207,49","210,39","211,89","207,11","246,42M","-1,04%"
"20/06/2024","209,68","213,93","214,24","208,85","86,17M","-2,15%"
"18/06/2024","214,29","217,59","218,63","213,00","79,94M","-1,10%"
"17/06/2024","216,67","213,37","218,95","212,72","93,73M","1,97%"
"14/06/2024","212,49","213,85","215,17","211,30","70,12M","-0,82%"
"13/06/2024","214,24","214,74","216,75","211,60","97,86M","0,55%"
"12/06/2024","213,07","207,37","220,20","206,90","198,13M","2,86%"
"11/06/2024","207,15","193,65","207,16","193,63","172,37M","7,26%"
"10/06/2024","193,12","196,90","197,30","192,15","97,26M","-1,91%"
"07/06/2024","196,89","194,65","196,94","194,14","53,10M","1,24%"
"06/06/2024","194,48","195,68","196,50","194,17","41,18M","-0,71%"
"05/06/2024","195,87","195,40","196,90","194,87","54,16M","0,78%"
"04/06/2024","194,35","194,63","195,32","193,03","47,47M","0,16%"
"03/06/2024","194,03","192,90","194,99","192,52","50,08M","0,93%"
"31/05/2024","192,25","191,44","192,57","189,91","75,16M","0,50%"
"30/05/2024","191,29","190,76","192,18","190,63","49,95M","0,53%"
"29/05/2024","190,29","189,61","192,25","189,51","53,07M","0,16%"
"28/05/2024","189,99","191,51","193,00","189,10","52,28M","0,01%"
"24/05/2024","189,98","188,82","190,58","188,04","36,33M","1,66%"
"23/05/2024","186,88","190,98","191,00","186,63","51,01M","-2,11%"
"22/05/2024","190,90","192,26","192,82","190,27","34,65M","-0,75%"
"21/05/2024","192,35","191,09","192,73","190,92","42,31M","0,69%"
"20/05/2024","191,04","189,32","191,92","189,01","44,36M","0,62%"
"17/05/2024","189,87","189,51","190,81","189,18","41,28M","0,02%"
"16/05/2024","189,84","190,47","191,10","189,66","52,85M","0,06%"
"15/05/2024","189,72","187,91","190,65","187,37","70,40M","1,22%"
"14/05/2024","187,43","187,51","188,30","186,29","52,39M","0,62%"
"13/05/2024","186,28","185,43","187,10","184,62","72,04M","1,76%"
"10/05/2024","183,05","184,90","185,09","182,13","50,76M","-0,82%"
"09/05/2024","184,57","182,56","184,66","182,11","48,98M","1,00%"
"08/05/2024","182,74","182,85","183,07","181,45","45,06M","0,19%"
"07/05/2024","182,40","183,45","184,90","181,32","77,31M","0,38%"
"06/05/2024","181,71","182,35","184,20","180,42","78,57M","-0,91%"
"03/05/2024","183,38","186,65","187,00","182,66","163,22M","5,98%"
"02/05/2024","173,03","172,51","173,41","170,89","94,21M","2,20%"
