"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"10/10/2024","535,00","532,80","540,00","532,80","9,29K","-0,93%"
"09/10/2024","540,00","525,00","540,00","525,00","31,01K","2,86%"
"08/10/2024","525,00","531,00","531,00","524,00","70,66K","-0,94%"
"07/10/2024","530,00","538,00","539,00","530,00","45,79K","-1,49%"
"04/10/2024","538,00","537,00","540,00","536,10","20,20K","0,19%"
"03/10/2024","537,00","533,20","540,00","533,20","29,08K","0,00%"
"02/10/2024","537,00","544,00","544,00","535,00","91,00K","-1,29%"
"01/10/2024","544,00","550,00","550,00","541,00","37,65K","0,18%"
"30/09/2024","543,00","548,00","555,00","542,10","34,25K","-2,16%"
"27/09/2024","555,00","546,00","555,00","545,20","154,89K","0,91%"
"26/09/2024","550,00","548,00","550,00","546,00","25,73K","0,00%"
"25/09/2024","550,00","547,00","558,90","547,00","218,37K","0,57%"
"24/09/2024","546,90","555,00","564,90","546,00","181,99K","-0,51%"
"23/09/2024","549,70","546,10","550,00","546,10","19,81K","0,00%"
"20/09/2024","549,70","553,00","554,90","547,00","51,56K","0,04%"
"19/09/2024","549,50","545,00","550,00","545,00","97,89K","1,72%"
"18/09/2024","540,20","539,00","540,20","535,10","50,12K","0,13%"
"13/09/2024","539,50","533,60","539,50","532,40","74,47K","1,03%"
"12/09/2024","534,00","538,00","538,00","532,60","24,41K","0,00%"
"11/09/2024","534,00","536,90","536,90","531,00","43,90K","-0,37%"
"10/09/2024","536,00","535,30","538,80","535,30","30,53K","-0,17%"
"09/09/2024","536,90","538,00","539,90","535,10","13,91K","-0,24%"
"06/09/2024","538,20","539,70","541,00","535,10","44,94K","0,39%"
"05/09/2024","536,10","535,00","540,00","534,20","39,70K","0,11%"
"04/09/2024","535,50","541,00","541,00","535,00","4,32K","-0,46%"
"03/09/2024","538,00","539,00","544,80","537,60","55,37K","-0,37%"
"02/09/2024","540,00","544,90","544,90","537,00","15,53K","-0,88%"
"30/08/2024","544,80","537,00","545,00","537,00","59,31K","1,45%"
"29/08/2024","537,00","537,00","539,90","537,00","428,19K","0,37%"
"28/08/2024","535,00","541,90","541,90","535,00","27,05K","0,00%"
"27/08/2024","535,00","540,40","544,00","535,00","77,83K","-1,22%"
"26/08/2024","541,60","543,00","546,90","541,60","6,75K","-0,44%"
"23/08/2024","544,00","544,00","547,00","544,00","19,17K","0,13%"
"22/08/2024","543,30","543,20","548,00","543,20","25,94K","0,02%"
"19/08/2024","543,20","548,00","548,00","542,00","23,11K","0,33%"
"16/08/2024","541,40","539,20","544,90","539,20","20,38K","-0,55%"
"15/08/2024","544,40","539,00","544,40","538,10","21,21K","0,81%"
"13/08/2024","540,00","538,50","543,00","538,30","24,19K","0,00%"
"12/08/2024","540,00","538,00","546,00","538,00","19,31K","-0,18%"
"09/08/2024","541,00","537,10","541,50","537,10","36,24K","0,74%"
"08/08/2024","537,00","541,20","542,00","537,00","18,47K","-0,76%"
"07/08/2024","541,10","545,00","545,00","540,10","22,00K","-0,72%"
"06/08/2024","545,00","534,20","545,00","534,20","63,65K","1,77%"
"05/08/2024","535,50","547,60","553,00","532,00","72,10K","-3,36%"
"02/08/2024","554,10","547,00","557,00","546,00","117,72K","0,02%"
"01/08/2024","554,00","546,10","555,00","546,00","14,13K","-0,18%"
"31/07/2024","555,00","554,00","575,00","551,30","38,04K","0,00%"
"29/07/2024","555,00","545,00","555,00","540,00","24,09K","2,78%"
"26/07/2024","540,00","530,00","543,00","530,00","127,06K","2,08%"
"25/07/2024","529,00","520,50","529,00","505,00","49,14K","1,15%"
"24/07/2024","523,00","521,20","528,00","520,00","31,23K","0,48%"
"23/07/2024","520,50","520,00","525,00","519,20","17,50K","0,06%"
"22/07/2024","520,20","523,00","526,00","520,10","6,79K","-1,44%"
"19/07/2024","527,80","521,00","530,00","521,00","54,90K","0,90%"
"18/07/2024","523,10","515,00","527,00","515,00","10,69K","0,02%"
"17/07/2024","523,00","515,00","523,00","515,00","191,17K","1,55%"
"16/07/2024","515,00","513,10","518,00","513,10","29,81K","0,00%"
"15/07/2024","515,00","511,00","519,00","510,20","2,61K","-0,90%"
"12/07/2024","519,70","506,00","519,70","506,00","40,15K","1,31%"
"11/07/2024","513,00","517,50","517,60","510,00","10,21K","0,18%"
"10/07/2024","512,10","525,40","525,40","511,10","50,69K","-3,74%"
"09/07/2024","532,00","530,00","532,00","526,00","29,02K","1,14%"
"08/07/2024","526,00","521,00","526,00","520,40","4,90K","0,17%"
"05/07/2024","525,10","518,00","525,10","518,00","50,68K","0,21%"
"04/07/2024","524,00","512,20","525,00","512,20","46,53K","1,73%"
"03/07/2024","515,10","511,10","515,10","511,10","33,71K","0,41%"
"02/07/2024","513,00","513,00","514,00","512,00","20,33K","-0,39%"
"01/07/2024","515,00","511,50","515,50","511,50","16,25K","-0,10%"
"28/06/2024","515,50","514,90","515,50","512,00","21,85K","0,10%"
"27/06/2024","515,00","515,00","516,00","511,30","11,90K","-0,58%"
"26/06/2024","518,00","519,00","519,00","515,00","23,61K","-0,04%"
"25/06/2024","518,20","509,00","526,00","508,30","60,30K","1,61%"
"24/06/2024","510,00","508,50","510,00","508,50","32,81K","0,00%"
"21/06/2024","510,00","508,30","510,00","508,30","14,45K","0,16%"
"20/06/2024","509,20","509,10","509,20","508,30","55,35K","0,00%"
"19/06/2024","509,20","510,00","512,00","508,70","32,89K","0,04%"
"14/06/2024","509,00","508,90","510,00","508,30","47,52K","0,02%"
"13/06/2024","508,90","508,50","509,50","508,00","40,06K","0,08%"
"12/06/2024","508,50","510,00","510,00","508,00","14,60K","-0,10%"
"11/06/2024","509,00","509,00","515,00","508,30","29,78K","0,00%"
"10/06/2024","509,00","515,00","515,00","508,20","41,78K","-0,41%"
"07/06/2024","511,10","515,00","515,00","508,10","36,41K","-0,21%"
"06/06/2024","512,20","511,00","512,20","510,00","18,58K","0,23%"
"05/06/2024","511,00","510,00","512,00","509,00","24,29K","-0,20%"
"04/06/2024","512,00","516,00","516,00","512,00","97,00K","-0,58%"
"03/06/2024","515,00","511,00","518,00","511,00","54,36K","0,00%"
"31/05/2024","515,00","513,00","516,90","510,00","125,54K","0,59%"
"30/05/2024","512,00","519,00","519,00","512,00","17,02K","-0,68%"
"29/05/2024","515,50","507,10","522,00","507,10","159,39K","0,29%"
"28/05/2024","514,00","508,00","515,00","506,90","69,81K","1,40%"
"27/05/2024","506,90","508,00","510,00","506,10","21,50K","-0,24%"
"24/05/2024","508,10","510,00","514,00","508,10","25,57K","-0,47%"
"23/05/2024","510,50","514,00","519,00","510,00","5,85K","-0,85%"
"22/05/2024","514,90","508,00","514,90","508,00","70,37K","1,40%"
"21/05/2024","507,80","510,00","510,00","506,50","77,87K","0,02%"
"20/05/2024","507,70","506,10","510,00","506,10","46,72K","-0,16%"
"17/05/2024","508,50","509,50","509,50","508,50","15,40K","0,02%"
"16/05/2024","508,40","508,30","512,00","508,20","43,97K","-0,31%"
"15/05/2024","510,00","510,20","510,60","510,00","55,65K","-0,58%"
"14/05/2024","513,00","513,80","514,00","508,20","24,78K","-0,16%"
"13/05/2024","513,80","515,00","515,00","513,00","27,78K","0,16%"
"10/05/2024","513,00","517,40","519,90","513,00","30,35K","-0,91%"
"09/05/2024","517,70","510,20","519,00","510,20","29,30K","1,09%"
"08/05/2024","512,10","510,00","513,00","510,00","58,39K","0,49%"
"07/05/2024","509,60","502,00","509,60","502,00","57,27K","0,91%"
"06/05/2024","505,00","503,00","508,00","503,00","8,81K","-0,77%"
"03/05/2024","508,90","505,00","508,90","501,10","21,94K","1,39%"
"02/05/2024","501,90","504,90","504,90","501,70","30,00K","0,06%"
